identifier,dc:identifier,dc:title,dc:creator,dc:description,dc:date,dc:subject,dc:source,dc:type1,dc:type2,dc:type,dc:format,dc:rights
oai:nwdh:mcl:oai:gallery.multcolib.org:4216,https://gallery.multcolib.org/node/4216,Final Report of the California Lewis & Clark Exposition Commission,The California Lewis and Clark Exposition Commission,"Final Report of the California Lewis & Clark Exposition Commission for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4217,https://gallery.multcolib.org/node/4217,Report of the Washington State Commission,,"Report of the Washington State Commission for the Lewis and Clark Centennial Exposition December 30, 1905. Created for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4218,https://gallery.multcolib.org/node/4218,Report of the Missouri Commission to the Lewis and Clark Exposition,,"Report of the Missouri Commission to the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4219,https://gallery.multcolib.org/node/4219,Report of the North Dakota Commission,North Dakota World's Fair Commission,"Report of the North Dakota Commission to the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4220,https://gallery.multcolib.org/node/4220,Report of the Illinois Commission,The Illinois Commission to the Lewis and Clark Exposition,"Report of the Illinois Commission to the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4221,https://gallery.multcolib.org/node/4221,Report of the State Board of Lewis & Clark Centennial Exposition,Lewis and Clark Centennial Exposition Commission for the State of Utah,"Report of the State Board of Lewis & Clark Centennial Exposition Commission for the State of Utah 1903-1904. Created for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4222,https://gallery.multcolib.org/node/4222,Matthew Chavis,,"An image of Matthew Chavis diving into the water from Aletha Chavis' album from 1947 or 1948. ""Into the sea"" is written above the photograph.  The page of the album was titled ""This one I married!"" Althea Chavis was a Franklin High School graduate and a teacher at Arleta, Kenton, and Boise Schools and vice-principle at Grant High School. A Portland Family Album - 1995 exhibition at Blue Sky Gallery http://www.blueskygallery.org/exhibition/a-portland-family-album-self-portrait-of-an-african–american-community/#1; ||",1940-1949,Aquatic sports; ,Blue Sky Gallery,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4223,https://gallery.multcolib.org/node/4223,Norman Emanuel,,"A photograph of Norman Emanuel in Orchards, Washington from Aletha Chavis' photo album taken in the 1920s. Norman Emanuel moved to Orchards with his stepfather, August Lopez, to start a chicken ranch. A Portland Family Album - 1995 exhibition at Blue Sky Gallery http://www.blueskygallery.org/exhibition/a-portland-family-album-self-portrait-of-an-african–american-community/#1; ||",1920-1929,"Orchards, Washington; African American men; ",Blue Sky Gallery,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4224,https://gallery.multcolib.org/node/4224,Ninie Mae Locke,,"Ninie Mae Locke dressed for work at the Kaiser shipyards in 1943. Ninie Mae Locke moved to Portland from Natchez, Mississippi. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/7049253; ||",1940-1949,"Portland, Oregon; African American women employees; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4225,https://gallery.multcolib.org/node/4225,American Brakeshoe Iron and Steel Foundry employees,,"Employees at the American Brakeshoe Iron and Steel Foundry in Linnton, Oregon, in 1945. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/7049257; ||",1940-1949,"Linnton, Oregon; Iron and steel workers; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4226,https://gallery.multcolib.org/node/4226,Ivy and Gloria Campbell,,Ivy and Gloria Campbell outside Guilds Lake housing unit at 4419 NW 44th Ave in 1947. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/7049258; ||,1940-1949,"Portland, Oregon; African Americans--Housing; African American families; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4227,https://gallery.multcolib.org/node/4227,Children at Guilds Lake Fruit and Flower Day Care,,Gloria Campbell and other children at the Guilds Lake housing unit Fruit and Flower daycare facility in 1948. Gloria Campbell is on the right in a black dress. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/7049509; ||,1940-1949,"Portland, Oregon; African American children; African Americans--Housing; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4228,https://gallery.multcolib.org/node/4228,Report of Nebraska State Board of Commissioners,,"Report of Nebraska State Board of Commissioners for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4229,https://gallery.multcolib.org/node/4229,New York at the Lewis and Clark Exposition 1905,,"New York [report] for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4232,https://gallery.multcolib.org/node/4232,"City Commissioner Charles Jordan, police policy paper","Jordan, Charles R.","This paper, presented on October 12, 1977, contains Portland City Commissioner Charles R. Jordan's plans for the development of the Portland Police Force and the Bureau's new relationship with the African American community. In addressing the rise in crime rates in the last ten years he proposes to recruit women and minority police officers from outside Portland, to supplement active patrol officers with non-sworn support staff, and to encourage community members to adopt the crime prevention measures which have already proved successful. He then calls for adjustment on both sides of the  police/community divide. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/9692; ||",1970-1979,"Portland, Oregon; Police-community relations; African Americans--Civil rights; ",City of Portland Archives,records (documents),Text; records (documents),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4233,https://gallery.multcolib.org/node/4233,FINAL REPORT,Utah Commisioners for the Lewis and Clark Centennial Exposition,"Final Report of the Utah Commissioners for the Lewis and Clark Centennial Exposition held in Portland, Oregon, in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4234,https://gallery.multcolib.org/node/4234,Albina Neighborhood Improvement Center meeting,,"This photograph shows the attendees at an Albina Neighborhood Improvement Center meeting on April 4, 1963. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/9219246; ||",1960-1969,"Portland, Oregon; African American neighborhoods; Neighborhoods--Citizen participation; Community development--Citizen participation; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4235,https://gallery.multcolib.org/node/4235,Albina Neighborhood Improvement Committee dinner,,"The Albina Neighborhood Improvement Committee dinner held on October 3, 1963. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/9209968; ||",1960-1969,"Portland, Oregon; African Americans--Housing; African American neighborhoods; Neighborhoods--Citizen participation; Community development--Citizen participation; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4236,https://gallery.multcolib.org/node/4236,Lula Crane and Rev Roosevelt Rogers,,"This photograph shows E.H. Thiel, Lula Mae Crane, Father Stead, and Rev. Roosevelt Rogers gathered for a neighborhood tree-planting on Haight Avenue in March, 1964. This tree planting appears in the March 1964 ANIIC-DOPE newsletter that is also included with the Our Story Collection. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/9219479; ||",1960-1969,"Portland, Oregon; African American neighborhoods; Community development--Citizen participation; Neighborhoods--Citizen participation; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4237,https://gallery.multcolib.org/node/4237,REPORT of the Wyoming Commission,Wyoming. Commission of the Lewis and Clark Exposition,"Report of the Wyoming Commission of the Lewis and Clark Exposition, held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4238,https://gallery.multcolib.org/node/4238,Letter to H. W. Scott,"Mellis, Frederick R.","Letter to Harvey W. Scott from Frederick R. Mellis (July 14, 1903) suggesting Henry E. Dosch for Director General position of the Lewis and Clark Exposition, held in Portland, Oregon 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,business letters,Text; business letters,Text,application/pdf,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4239,https://gallery.multcolib.org/node/4239,Letter to Henry E. Dosch,"Reed, Henry E., 1866-1947","Letter to Henry E. Dosch from Henry E. Reed dated Sept. 17, 1903, in regards to the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,business letters,Text; business letters,Text,application/pdf,http://rightsstatements.org/vocab/NKC/1.0/
